Overall,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
69,35,22,69,63,25,36,32,27,59,61,65,69,59,66,58,66,82,73,73,28,76,68,29,38,44,61,69,70,67
69,23,69,72,59,53,67,44,41,38,65,67,77,75,67,56,75,71,63,73,66,65,22,67,49,52,62,17,32,23
69,67,61,52,59,59,70,60,59,56,69,91,90,86,63,72,60,40,62,40,57,28,50,65,62,57,53,54,45,48
69,46,72,71,64,66,70,38,35,44,69,59,65,61,70,48,72,56,75,77,56,70,24,70,55,68,70,25,31,24
69,40,20,68,58,12,54,29,27,58,58,41,48,49,68,51,57,71,51,78,21,73,70,20,38,21,66,71,70,69
69,72,22,66,64,31,61,52,34,48,62,44,65,57,68,58,45,67,68,75,29,73,70,49,56,44,67,65,70,70
69,68,67,40,70,62,71,61,59,69,71,69,62,68,67,68,70,47,53,70,70,50,25,62,70,65,58,20,40,39
69,53,43,68,64,44,59,50,53,67,59,59,57,66,67,65,56,86,75,77,49,78,68,42,68,58,62,70,67,65
69,64,61,56,70,49,68,66,49,64,71,79,81,80,69,74,63,68,64,57,64,41,38,63,72,55,60,32,35,38
69,69,19,64,66,28,67,66,61,61,66,66,69,67,66,62,60,73,71,70,55,58,66,41,52,34,58,65,70,66
69,36,71,61,60,49,69,58,36,50,68,77,93,64,61,35,73,68,65,89,61,32,14,63,57,66,57,34,12,17
69,45,55,65,68,55,63,52,66,58,67,54,72,70,68,71,76,64,71,80,66,62,70,65,69,55,70,69,73,68
69,37,75,69,66,67,70,46,50,46,71,63,58,67,67,70,74,62,33,50,71,52,26,68,49,72,58,28,27,24
69,64,66,49,70,60,74,66,64,66,73,72,66,74,59,74,75,49,65,60,71,46,49,65,70,58,72,42,48,50
69,69,64,58,68,70,70,75,75,69,70,84,75,82,60,75,77,65,84,71,75,68,66,60,69,68,71,62,58,55
69,60,60,42,68,43,74,57,63,52,70,71,69,77,71,82,50,54,56,50,56,33,23,73,74,52,61,49,17,18
69,63,46,72,68,45,71,63,62,73,73,66,66,60,74,46,65,80,78,75,58,73,71,58,66,46,71,69,68,64
69,64,62,52,71,57,67,68,61,68,71,67,71,70,64,72,68,71,79,69,64,57,59,69,72,56,68,52,58,50
69,60,62,28,66,57,70,62,60,57,67,89,90,84,63,81,70,56,68,45,61,48,23,66,65,58,55,39,29,30
69,50,57,75,73,36,57,35,42,72,71,63,55,73,67,83,65,59,73,73,59,74,58,50,60,57,68,65,67,60
69,61,46,44,70,50,67,71,69,71,67,68,63,75,65,80,71,68,76,62,61,71,70,56,64,47,68,65,68,66
69,54,64,40,76,54,77,58,52,72,76,78,69,84,69,86,58,59,66,34,66,49,46,64,68,56,65,47,48,47
69,65,36,45,63,37,59,62,33,60,65,84,82,77,63,85,60,68,73,53,38,59,61,53,59,32,70,66,70,65
69,43,57,63,71,39,66,45,44,67,67,53,55,53,61,49,61,61,71,75,64,74,65,58,63,47,54,67,68,66
69,64,40,59,62,39,69,71,30,37,66,73,73,67,66,65,70,71,73,80,35,72,66,49,41,43,56,65,67,65
69,35,23,66,63,28,48,30,33,59,63,53,63,47,62,45,43,73,71,86,26,77,71,24,40,48,53,68,65,65
69,31,42,75,49,25,37,31,24,42,65,54,71,50,53,58,70,76,61,95,37,64,63,24,29,40,68,66,69,67
69,33,27,75,60,31,46,26,28,45,50,63,65,45,69,48,54,77,73,85,29,66,68,38,36,43,67,67,69,68
69,51,63,64,73,61,68,62,43,66,70,53,47,60,68,57,64,67,74,77,65,55,62,68,70,62,69,60,60,62
69,70,27,63,63,26,64,53,22,57,66,51,67,59,69,62,27,76,60,72,31,58,70,56,45,34,66,69,70,68
69,68,64,57,66,58,76,70,56,60,67,81,84,78,62,74,79,62,51,64,74,49,52,66,64,69,67,29,41,23
69,59,41,67,64,33,44,40,42,66,51,54,50,58,67,55,42,83,73,79,36,77,65,44,45,44,58,64,72,68
69,64,22,61,68,22,59,46,33,61,66,65,66,57,70,56,25,70,77,71,27,72,68,62,47,37,65,66,67,66
69,64,63,48,73,48,71,75,64,70,73,66,64,69,64,74,63,60,74,44,58,63,54,64,72,65,62,64,57,52
69,64,25,58,62,32,59,60,41,56,63,78,87,66,60,66,66,68,85,74,42,64,64,44,37,38,63,62,65,62
69,34,22,70,57,22,54,24,29,55,55,55,62,48,65,48,60,74,55,83,21,89,65,25,48,36,63,68,67,67
69,58,65,72,73,63,67,55,47,69,69,72,66,74,73,74,61,75,78,61,60,77,74,67,61,50,60,72,71,72
69,41,69,61,64,52,71,58,55,42,69,71,79,71,64,71,72,78,76,88,58,68,24,67,64,53,65,22,31,21
69,59,74,56,63,69,71,65,67,55,71,76,73,72,68,75,69,72,72,66,66,45,17,74,62,62,66,27,16,12
69,58,58,45,69,48,72,62,64,64,69,72,73,74,65,80,68,67,91,69,70,74,66,64,70,47,68,61,67,59
69,49,56,46,73,38,68,52,56,68,73,73,62,59,69,63,68,59,69,57,68,61,65,65,67,52,63,61,66,62
69,67,43,58,65,45,69,65,48,59,69,74,76,71,64,75,63,58,78,65,61,68,65,53,55,58,64,62,63,61
69,38,33,65,60,36,52,42,40,46,58,68,68,54,66,74,58,80,74,68,29,62,68,42,44,54,52,68,75,74
69,69,71,62,65,53,74,48,41,50,66,75,74,68,67,67,69,69,65,74,66,67,12,68,53,67,71,17,36,19
69,64,49,51,65,34,68,62,62,63,67,92,90,91,62,94,51,82,84,32,43,75,63,63,64,40,67,62,58,57
69,33,72,79,63,74,59,39,66,44,64,45,35,38,68,41,79,60,74,89,71,83,40,75,64,74,65,37,35,25
69,53,72,68,59,68,63,59,41,53,67,69,72,71,66,74,74,72,52,74,58,66,16,70,55,56,71,35,19,17
69,40,71,57,59,62,74,64,49,47,73,77,77,72,53,54,78,61,73,75,74,40,13,71,57,66,64,15,19,14
69,63,43,63,68,45,65,64,50,67,68,41,37,60,71,70,69,78,64,67,56,64,72,56,62,53,73,70,65,63
69,71,66,63,71,70,69,63,66,70,67,63,62,59,70,70,66,51,68,65,69,64,69,66,69,59,68,66,66,64
69,56,70,70,62,68,65,62,64,42,68,71,69,74,68,65,71,82,70,70,64,37,22,73,61,65,66,34,29,24
69,64,47,49,58,33,67,49,41,54,68,78,78,75,62,77,57,59,90,59,49,74,63,65,53,49,66,67,64,66
69,55,39,59,73,45,67,55,46,67,70,63,59,67,68,66,59,81,66,71,47,59,67,56,62,44,69,68,67,67
69,70,56,43,70,30,68,68,44,58,68,74,64,77,67,74,54,76,63,56,40,73,66,65,64,49,68,62,64,67
69,43,29,70,67,35,57,32,28,60,65,62,64,60,67,57,40,81,74,78,30,73,73,37,50,29,64,70,71,67
69,67,41,58,66,20,65,48,48,64,64,79,82,76,64,63,58,73,84,70,50,70,66,65,56,43,63,62,61,63
69,26,21,69,68,22,47,28,27,69,60,71,64,59,61,61,41,84,61,76,23,64,66,29,61,33,57,70,72,70
69,48,35,70,59,33,59,41,45,54,61,67,69,61,63,57,70,91,70,83,46,74,64,45,44,49,63,71,68,65
69,44,41,68,66,35,40,33,31,49,66,63,63,61,65,62,44,73,71,75,29,66,70,32,36,60,56,69,70,67
69,63,69,56,78,68,59,68,71,68,70,64,52,71,63,80,58,73,61,55,66,50,54,66,78,72,68,62,47,50
69,67,62,65,73,40,68,59,55,65,69,64,64,68,64,64,72,72,70,67,72,80,70,67,67,43,64,72,73,68
69,66,68,38,65,59,78,68,41,47,74,81,77,85,50,84,61,53,63,60,36,63,38,66,66,57,56,48,42,37
69,32,71,67,71,37,66,39,65,64,67,73,70,69,62,60,75,65,67,80,65,28,17,68,71,71,72,27,13,12
69,62,32,63,62,42,59,60,44,54,64,76,78,59,63,71,44,62,81,83,34,76,63,55,48,42,66,64,68,64
69,58,53,59,69,48,66,58,61,68,70,80,73,82,61,81,64,92,86,60,59,83,65,51,68,66,66,63,65,65
69,58,32,74,65,29,52,35,35,50,58,56,56,53,64,47,57,81,77,78,30,77,65,29,43,43,54,66,68,69
69,66,45,60,63,45,62,69,50,65,64,78,82,77,62,71,72,75,88,74,64,71,61,63,50,51,64,62,64,66
69,60,66,50,62,62,71,45,45,58,70,83,85,77,67,73,66,72,74,71,59,51,24,66,62,53,65,20,16,12
69,49,33,69,66,30,58,46,36,66,62,62,72,58,67,58,59,71,67,77,30,71,69,45,56,50,67,70,69,67
69,54,58,69,70,43,66,50,46,67,67,60,62,51,70,47,60,82,80,78,59,68,65,73,70,51,65,60,71,67
69,67,69,67,69,60,70,47,46,63,72,70,66,67,68,64,70,78,68,70,65,61,22,71,63,56,57,24,24,18
69,45,27,68,73,23,57,34,28,65,61,70,70,65,68,71,26,86,82,64,33,73,71,43,41,34,61,67,69,71
69,69,64,56,67,59,65,73,64,65,65,85,85,83,63,71,67,80,84,47,62,64,62,63,65,48,66,61,62,61
69,69,67,52,71,64,72,66,60,67,72,61,66,73,65,67,68,70,55,70,67,56,58,66,69,65,68,42,57,54
69,44,49,68,61,41,42,68,69,57,57,30,37,32,66,33,74,31,53,91,59,79,68,21,43,68,71,71,69,63
69,53,29,70,62,42,44,60,35,45,60,56,58,53,66,58,55,88,61,75,35,72,67,38,48,48,61,70,70,69
69,47,27,69,65,30,58,32,23,63,54,65,71,59,67,48,54,68,67,73,40,67,69,30,40,40,60,70,70,69
69,38,35,69,55,33,51,31,29,45,58,65,70,66,69,52,42,85,79,83,31,68,69,34,39,45,63,70,67,68
69,45,30,73,62,37,47,59,65,66,59,30,31,29,70,30,73,66,34,91,68,71,66,26,47,39,67,68,69,66
69,59,49,37,72,31,68,70,71,72,69,47,43,76,74,83,65,81,76,71,58,68,67,60,68,50,72,67,70,63
69,70,66,52,60,50,75,66,47,56,70,85,87,74,64,68,71,50,66,64,46,35,31,63,61,65,64,36,30,32
69,33,32,72,66,32,54,42,32,57,60,69,74,31,61,34,63,73,67,83,38,73,65,37,46,47,65,68,70,60
69,24,20,70,60,19,54,34,12,60,58,45,49,48,65,53,33,83,74,83,12,72,68,28,43,18,62,67,69,69
69,38,70,72,60,60,63,52,45,51,69,68,66,58,71,60,77,73,72,65,66,51,31,67,51,72,58,19,16,14
69,64,62,58,63,37,53,49,50,59,60,67,74,62,65,70,68,66,87,64,57,63,66,68,57,58,53,65,66,64
69,63,64,45,67,57,72,77,58,65,72,85,75,85,60,92,68,49,72,40,57,54,35,62,62,64,62,39,39,33
69,63,68,48,67,60,66,63,55,64,70,70,69,68,67,72,66,37,70,63,66,50,35,68,70,62,64,35,36,32
69,55,40,62,68,35,63,58,57,68,68,58,60,51,63,60,64,67,68,77,48,73,68,46,64,53,63,61,69,68
69,66,53,54,73,56,69,63,62,69,75,78,74,66,65,71,75,59,78,63,69,65,63,63,68,48,62,64,60,59
69,63,25,67,63,30,61,45,31,59,66,69,70,61,64,63,60,83,77,78,28,79,65,63,42,33,58,67,69,66
69,21,19,72,54,22,37,26,22,44,48,65,75,61,62,52,29,75,71,84,20,69,69,26,32,33,50,70,70,68
69,73,61,62,70,41,68,70,72,59,67,78,74,60,64,68,63,70,72,65,72,55,55,70,68,57,55,61,70,67
69,66,57,45,65,25,67,47,35,62,66,83,92,80,62,81,68,60,81,67,59,64,62,64,45,37,56,60,64,63
69,61,58,62,65,54,65,57,50,63,65,66,78,61,62,64,61,68,85,60,62,61,62,59,63,57,61,64,64,65
69,66,65,48,72,62,76,65,61,70,75,76,72,92,49,90,58,34,49,34,64,23,16,65,66,57,60,28,13,12
69,65,55,52,70,62,72,69,70,60,62,83,83,83,68,81,73,74,73,63,68,55,58,62,68,69,71,58,31,27
69,63,67,60,64,67,74,54,55,54,71,92,86,86,67,90,69,34,69,54,65,45,30,68,66,58,65,19,38,32
69,67,50,52,64,42,68,51,48,56,66,78,81,79,64,73,50,59,75,64,53,52,64,56,52,50,54,65,67,62
69,36,41,77,57,37,43,29,34,55,55,54,50,51,63,34,47,85,66,81,33,76,66,48,41,41,56,72,67,63
69,30,22,69,55,27,27,33,29,45,45,63,64,50,67,55,46,72,66,71,23,66,68,30,32,42,49,70,76,73
69,54,71,65,64,66,67,59,37,47,68,84,79,74,67,72,68,70,65,67,62,59,27,69,56,70,61,29,16,11
69,30,20,72,58,29,37,30,32,56,50,53,53,51,64,62,40,73,62,83,25,75,66,39,32,37,58,72,69,64
69,35,22,72,67,22,48,25,27,53,54,61,66,58,64,50,45,73,60,81,33,68,69,21,37,29,64,67,70,69
69,66,65,63,71,46,68,68,75,68,69,71,70,71,68,67,69,70,83,71,69,65,63,68,68,63,68,64,68,62
69,61,39,55,70,39,64,45,43,70,69,63,59,58,64,58,63,60,73,73,59,82,68,43,61,50,68,67,65,62
69,56,60,58,75,60,65,64,65,66,70,65,68,70,75,71,62,63,83,58,64,73,47,66,74,58,72,42,51,49
69,57,29,64,62,29,51,49,34,60,59,66,66,63,68,55,55,71,65,78,26,66,69,44,42,49,65,70,71,70
69,64,60,37,62,60,76,74,65,60,75,77,82,77,65,80,71,56,65,56,70,64,52,57,69,65,66,55,54,44
69,73,65,41,70,52,66,71,77,64,70,70,70,70,68,77,67,66,51,56,73,45,34,69,70,58,63,58,35,32
69,38,18,73,54,35,41,22,40,46,56,45,42,32,66,32,37,74,69,91,39,64,67,21,31,32,60,68,70,69
69,46,71,70,66,66,66,60,53,50,68,80,76,73,67,64,69,75,70,67,64,57,32,70,55,68,65,37,33,30
69,29,27,74,65,28,56,39,27,53,59,52,55,46,64,59,53,77,64,69,35,69,68,32,32,44,61,69,70,68
69,55,63,69,69,70,68,54,48,66,69,67,65,59,63,65,82,63,81,81,70,82,67,68,64,69,64,59,66,66
69,62,36,68,69,30,59,42,22,65,64,70,86,58,64,53,56,72,64,80,32,72,66,40,59,33,65,66,68,71
69,65,48,60,65,49,71,65,65,59,67,78,79,72,66,77,69,71,77,63,53,68,61,53,58,51,66,65,67,64
69,65,59,45,73,44,68,40,50,69,69,68,73,69,72,75,66,61,77,73,59,76,67,59,65,59,60,68,69,63
69,61,65,58,74,72,77,79,73,59,73,64,62,70,55,69,68,64,31,60,66,36,28,66,69,79,77,47,14,20
69,59,72,56,59,68,67,61,48,57,68,92,93,86,62,73,70,72,71,71,71,57,37,64,59,57,62,31,37,39
69,34,29,68,64,27,43,34,23,57,60,66,64,63,59,56,42,69,68,77,22,69,69,24,34,37,66,70,70,67
69,66,43,65,63,41,61,58,61,61,63,76,79,65,65,69,60,75,80,72,46,67,65,54,52,55,61,66,65,64
69,62,56,58,63,48,67,49,40,59,70,81,80,70,70,71,67,63,73,66,59,67,59,59,66,58,66,65,69,66
69,61,67,42,65,64,80,60,53,60,75,73,68,72,61,66,66,43,55,70,63,47,30,68,62,58,60,38,40,32
69,54,59,54,72,52,64,50,50,69,66,67,65,61,61,66,61,59,85,71,55,69,66,60,61,63,65,63,70,70
69,65,67,53,68,62,67,59,48,56,69,77,82,82,68,35,65,36,61,71,62,39,28,69,68,60,67,23,33,21
69,67,55,68,66,45,68,63,66,62,68,70,72,71,63,72,68,74,75,74,65,70,63,61,64,52,62,66,68,67
69,55,34,68,64,40,38,51,43,65,59,60,65,59,63,55,54,81,67,85,48,66,71,57,55,45,61,67,68,65
69,57,69,67,68,66,71,65,62,58,72,76,74,69,65,54,70,71,74,65,64,52,43,66,68,61,62,32,27,25
69,62,47,59,66,58,61,64,65,59,64,68,66,69,69,65,68,79,76,72,72,75,70,62,58,59,70,70,72,70
69,47,50,60,77,69,71,66,51,75,71,48,47,49,68,65,82,50,41,77,66,86,61,58,60,66,75,67,65,66
69,44,69,78,61,68,69,44,29,44,68,71,74,70,68,66,68,87,68,75,52,69,22,70,47,70,52,15,18,19
69,53,60,58,70,53,75,55,56,74,70,71,70,57,66,71,64,58,81,50,68,61,48,72,70,53,65,52,55,61
69,65,72,52,64,70,73,62,60,55,66,83,84,80,50,83,75,71,80,56,65,41,31,69,60,68,64,38,29,28
69,68,45,55,63,38,65,66,63,60,63,75,73,72,64,69,61,65,82,71,57,56,65,61,65,47,62,66,64,63
69,36,34,72,60,48,42,29,28,47,59,58,57,52,53,48,44,74,70,84,36,68,69,37,39,53,67,70,70,64
69,47,48,60,68,37,57,34,40,66,62,62,65,55,68,64,73,58,73,72,58,69,68,65,61,46,59,68,71,69
69,65,65,55,64,55,77,70,75,61,69,67,63,73,65,77,73,59,72,70,71,49,21,70,75,65,67,39,55,45
69,65,49,48,69,57,67,57,55,74,69,67,67,85,66,87,58,81,86,57,59,70,65,58,64,49,69,66,67,65
69,68,64,67,70,68,67,70,72,67,69,74,73,77,67,68,74,69,60,73,65,46,38,71,68,47,69,25,12,14
69,49,36,65,65,45,62,55,33,65,64,37,34,47,68,59,65,71,74,80,47,75,68,50,62,45,67,69,71,70
69,62,65,43,63,64,66,67,65,61,67,83,88,83,68,85,78,76,80,62,75,50,28,66,66,59,64,45,35,34
69,63,45,52,67,35,62,59,55,63,67,64,45,70,69,73,58,61,81,77,56,85,70,57,66,41,70,67,61,60
69,44,39,59,55,39,52,41,50,43,64,74,75,60,63,77,57,77,73,72,54,60,70,53,46,57,61,68,80,70
69,66,56,37,76,53,72,67,56,75,74,76,67,79,58,81,57,63,70,56,62,41,58,53,70,54,57,58,58,48
69,47,43,74,50,45,49,49,42,41,49,66,70,69,60,59,66,89,80,89,43,74,69,43,40,48,53,62,69,70
69,71,60,65,70,64,72,77,70,61,73,74,79,74,70,80,78,77,69,57,74,65,60,64,71,68,69,61,68,61
69,72,59,63,74,49,66,73,67,71,70,54,50,58,66,64,69,69,64,70,63,68,65,64,71,58,71,70,65,64
69,45,42,61,70,39,54,51,56,66,61,64,64,61,62,65,47,83,71,79,43,77,72,32,65,53,55,68,69,66
69,52,33,73,60,42,50,44,37,55,60,54,71,70,63,63,48,92,90,82,36,60,70,43,40,49,55,65,70,66
69,28,71,68,64,60,69,46,42,56,67,81,83,75,62,70,69,72,62,68,64,46,17,70,56,66,62,14,18,16
69,69,61,63,65,66,71,70,62,60,75,87,81,79,72,71,67,65,64,58,62,51,64,63,60,65,60,59,61,59
69,39,25,66,63,24,56,32,28,64,60,63,75,52,68,55,41,73,72,79,31,70,69,44,48,34,58,67,71,69
69,58,76,72,63,67,63,64,43,59,66,56,59,56,67,57,72,66,70,83,66,57,24,70,64,73,59,37,25,23
69,66,45,51,72,43,53,48,60,73,64,54,53,57,71,52,54,64,59,83,58,53,73,53,54,60,56,64,76,74
69,36,24,71,67,32,35,31,28,49,58,66,53,35,58,51,54,77,50,80,25,66,68,31,38,42,64,70,73,67
69,65,35,56,69,30,64,41,37,59,65,74,79,68,66,70,44,59,74,69,38,63,65,52,57,37,58,63,65,63
69,49,49,71,65,55,70,55,44,62,71,65,68,67,68,45,72,81,76,77,63,75,66,65,60,47,69,68,73,66
69,50,70,68,61,56,70,56,54,50,73,63,67,61,64,47,70,65,53,74,61,43,18,72,55,59,67,19,12,15
69,62,49,55,62,38,70,56,40,50,69,91,90,83,62,77,45,81,83,70,46,63,62,55,54,40,54,60,61,59
69,64,72,64,67,59,64,62,63,52,69,83,79,72,62,72,72,68,86,73,69,50,27,68,61,58,59,45,27,20
69,79,58,61,75,64,68,68,75,75,75,69,68,74,60,76,78,66,75,67,70,68,58,54,71,68,78,59,62,57
69,23,40,79,53,22,45,45,75,49,58,54,53,52,58,34,75,45,53,90,68,67,63,23,26,62,63,73,69,65
69,44,68,74,58,55,60,45,45,43,68,57,62,58,67,53,77,76,63,82,67,42,23,72,56,66,55,31,15,21
69,38,69,70,64,61,63,37,38,43,68,69,72,71,67,72,68,70,73,75,61,62,31,72,56,60,64,29,12,17
69,45,55,43,79,36,62,40,58,72,68,63,55,64,62,62,67,61,70,75,58,64,62,50,68,55,65,62,68,66
69,54,48,38,73,46,67,62,48,69,71,73,71,83,67,77,68,59,80,54,53,80,63,60,69,45,61,67,72,61
69,60,41,70,64,47,61,65,55,58,65,66,59,63,71,60,57,70,65,71,52,66,75,49,47,48,80,64,68,73
69,71,44,45,74,56,72,56,44,72,71,70,76,59,54,66,57,61,50,63,38,41,30,69,69,50,71,24,31,32
69,66,65,47,69,52,71,68,66,64,69,85,77,86,68,83,61,61,72,61,69,40,33,67,65,48,68,35,51,48
69,70,56,44,63,48,71,50,43,54,67,83,85,79,58,63,58,55,82,65,68,33,61,60,50,58,64,66,67,62
69,46,55,61,73,38,63,38,35,66,69,43,53,58,69,63,53,71,73,72,40,72,71,49,63,37,55,70,72,66
69,70,30,50,67,29,64,55,32,64,60,69,67,57,59,63,34,61,72,73,35,58,68,46,34,45,50,62,72,71
69,50,32,68,66,39,47,37,36,56,65,69,62,60,65,61,53,76,74,71,34,69,68,36,51,48,59,69,71,69
69,60,65,42,60,52,73,45,37,52,68,93,89,88,62,90,66,34,72,67,50,69,33,63,59,54,60,31,39,31
69,64,66,60,68,52,66,56,52,59,67,75,72,67,65,67,66,63,81,77,55,72,62,60,56,69,60,61,65,64
69,53,73,65,66,67,65,63,65,63,67,67,67,71,69,70,71,66,74,72,66,64,40,73,68,67,69,30,34,32
69,42,40,72,61,38,44,36,40,60,58,66,63,60,68,71,56,73,67,70,32,71,69,40,33,42,68,71,71,70
69,45,71,69,63,63,63,38,37,45,69,78,78,84,68,81,68,80,82,71,62,42,20,72,46,70,66,30,24,31
69,66,65,44,71,51,79,69,73,64,69,70,67,80,58,77,47,53,60,34,62,38,29,60,71,59,51,32,45,49
69,60,57,68,68,33,59,44,43,66,69,62,69,57,64,50,66,61,90,78,60,70,66,58,66,40,65,66,67,60
69,66,66,58,65,37,72,52,50,60,67,74,81,71,66,60,59,80,83,73,50,52,44,64,62,59,58,43,58,59
69,65,65,41,67,67,75,76,65,56,73,74,66,83,65,86,70,73,66,59,68,46,28,66,63,60,66,31,22,23
69,48,29,68,70,30,45,59,42,73,57,59,53,48,66,53,51,73,68,79,35,67,67,35,65,31,64,70,70,68
69,61,41,63,63,51,61,47,41,62,64,66,73,67,68,63,43,73,77,75,56,75,65,45,58,46,69,74,70,68
69,62,66,55,65,59,66,69,67,62,67,86,86,82,64,80,73,73,88,64,69,72,61,63,62,51,62,60,62,59
69,48,48,49,76,33,54,36,57,71,65,66,55,59,70,61,56,70,80,71,42,64,63,55,70,65,55,67,59,57
69,66,67,47,63,58,66,59,60,61,62,85,86,75,62,68,65,60,78,63,62,68,55,64,65,62,62,52,48,46
69,65,68,64,68,58,70,54,50,61,72,73,76,64,67,64,66,65,70,75,67,41,32,69,67,66,66,34,31,34
69,59,53,55,69,49,68,59,45,63,72,68,68,70,71,67,69,55,80,71,65,83,65,71,71,49,73,65,69,69
69,65,68,60,60,54,70,46,57,55,66,83,81,79,62,75,66,72,79,61,62,78,38,68,61,58,64,27,44,30
69,29,29,66,56,29,38,31,29,39,46,70,80,68,67,70,44,84,75,83,34,77,67,30,29,36,55,68,71,65
69,64,21,66,63,45,53,60,61,61,57,50,66,63,58,44,68,78,75,88,59,76,66,36,42,38,68,67,66,68
69,66,55,63,70,70,68,78,70,69,69,75,75,80,66,78,80,44,75,68,73,65,67,63,65,67,69,68,69,67
69,69,52,54,65,44,72,48,47,63,68,82,84,78,61,72,63,64,86,58,51,62,63,62,58,48,50,54,59,57
69,68,54,58,65,59,67,68,67,67,67,82,86,84,67,89,74,90,69,65,71,69,64,61,63,52,69,64,65,63
69,68,48,50,59,37,72,43,30,50,71,77,72,73,66,81,46,69,69,62,46,67,62,60,57,38,65,60,69,68
69,70,68,59,66,39,71,46,36,59,67,82,84,76,66,70,70,64,70,60,49,70,57,64,59,56,59,59,70,65
69,29,20,70,59,21,39,32,28,55,48,62,68,43,67,59,42,72,69,71,37,66,70,24,40,41,49,69,72,71
69,35,72,75,68,64,64,36,44,46,65,65,69,53,59,74,68,74,83,87,62,72,32,67,56,66,58,34,35,28
69,30,25,66,61,29,43,30,28,56,56,69,71,71,53,64,48,89,59,80,23,78,67,30,32,38,56,66,71,66
69,60,30,68,73,30,58,52,33,70,66,42,47,50,64,59,52,73,58,68,35,65,72,26,67,48,71,67,72,70
69,71,67,70,69,54,70,56,67,61,69,69,69,67,67,51,70,62,76,88,64,75,34,68,67,68,65,36,22,20
69,54,48,40,77,43,67,47,44,65,69,70,69,80,69,87,56,76,87,64,54,66,72,54,67,48,68,69,72,68
69,49,59,73,67,51,56,48,29,59,66,53,67,34,67,44,63,73,82,85,42,77,63,63,60,39,65,64,72,66
69,62,68,70,70,73,69,73,69,63,72,70,72,74,65,70,73,69,62,76,72,73,18,69,67,68,70,40,18,12
69,64,60,52,64,55,72,56,57,55,68,92,91,77,66,65,58,69,82,72,56,65,56,64,63,50,61,57,57,57
69,55,67,48,69,54,68,60,66,65,71,69,74,72,67,68,71,66,70,65,72,55,39,67,72,67,60,43,49,45
69,46,58,51,68,45,66,41,47,71,69,74,75,61,73,61,67,61,91,64,66,73,69,63,62,52,58,69,72,71
69,60,63,42,74,46,69,66,51,70,74,68,75,72,60,65,64,60,80,73,57,53,53,68,72,55,60,48,50,52
69,31,24,66,69,24,60,48,62,65,65,49,45,43,67,51,58,41,76,80,55,72,69,25,64,25,69,67,69,65
69,62,40,59,67,26,66,61,34,58,69,79,65,70,66,75,42,68,67,71,58,55,66,57,51,45,74,68,69,65
69,63,69,56,65,65,73,61,47,51,75,74,75,81,67,71,65,81,75,54,62,47,48,68,58,54,73,29,18,24
69,63,70,68,69,66,70,73,55,63,68,74,72,68,61,66,71,62,66,70,73,33,30,69,60,63,63,16,22,20
69,53,66,62,68,54,77,52,46,64,73,88,85,86,65,78,70,64,65,67,64,53,25,64,59,63,67,37,21,19
69,68,55,65,63,49,69,69,47,66,65,73,72,82,72,64,57,91,90,61,58,49,68,59,49,59,60,63,59,60
69,30,20,69,62,20,40,30,35,55,60,51,49,45,64,50,56,73,74,77,30,70,67,30,35,40,67,70,70,68
69,61,59,39,74,42,65,53,41,65,68,70,64,64,67,70,67,59,78,62,57,73,66,69,70,45,68,64,70,65
69,70,65,56,72,63,70,66,62,75,68,69,70,74,69,70,67,76,69,66,59,45,59,70,71,74,73,29,50,46
69,66,70,68,59,70,68,65,66,54,64,67,71,63,69,66,77,90,72,81,75,78,48,67,73,68,76,25,30,28
69,35,24,68,60,30,55,32,35,44,56,66,69,68,67,65,41,74,66,73,22,66,66,25,35,34,63,68,73,71
69,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,10,24,23
69,57,54,54,70,46,62,61,63,69,66,68,69,74,66,72,56,82,85,65,59,63,67,56,67,52,66,67,64,63
69,68,61,67,66,51,65,58,50,69,71,65,70,75,68,73,69,82,81,72,67,72,69,68,68,66,68,74,71,68
69,73,67,57,73,62,70,70,75,70,72,66,65,71,66,66,65,72,75,57,62,74,62,65,65,64,68,59,65,62
69,67,38,61,60,40,65,69,71,58,63,82,86,70,64,61,68,79,80,70,59,69,61,57,51,44,63,64,65,64
69,53,72,60,59,63,68,48,67,45,70,63,78,64,69,49,66,35,69,75,56,50,31,75,63,79,72,40,35,35
69,65,66,56,64,56,67,67,52,59,66,78,82,73,61,82,74,78,77,83,67,69,40,68,66,58,68,41,46,44
69,36,40,66,62,31,57,40,29,63,58,64,71,56,68,51,48,76,77,84,30,69,66,50,52,45,59,67,68,68
69,66,77,61,55,65,77,51,52,41,71,73,72,87,65,80,66,70,53,52,71,40,30,69,36,77,58,20,17,23
69,42,24,74,67,17,46,31,28,57,64,57,64,45,64,51,49,73,63,73,25,70,70,35,37,39,62,68,68,71
69,53,52,53,75,46,75,53,39,70,73,76,67,82,69,80,58,53,82,51,46,52,45,58,69,49,65,50,64,60
